facilityid,name,address,city,county,state,zip,capacity,type,securelvl,status,ice_facility,flood_risk_rating,flood_risk,confidence,distance,depth_cm_100_year_flood,heat_risk_rating,heat_risk,hist_90,hist_105,late45_90,late45_105,late85_90,late85_105,paris_90,paris_105,wildfire_risk_rating,wildfire_risk,mean_percentile
10004965,LUCAS COUNTY HOLDING FACILITY,48559 HY-VEE ROAD,CHARITON,LUCAS,IA,50049,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,27.7121,2.15152,71.8182,18.1818,99.697,45.2273,65.1212,13.5152,1,minimal,61
10005225,CENTRAL COUNTIES YOUTH CENTER,148 PARADISE RD,BELLEFONTE,CENTRE,PA,16823,14,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,4,0,30.2111,1.40556,63.65,12.0444,24.1278,0.427778,1,minimal,56
10005235,LANCASTER COUNTY YOUTH INTERVENTION CENTER,235 CIRCLE AVE,LANCASTER,LANCASTER,PA,17602,96,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,2,Moderate,20.5686,0.542484,61.4444,9.56209,91.7908,32.0327,54.915,6.46405,1,minimal,34
10005229,ADELPHOI VILLAGE-EBENSBURG,557 MANOR DR,EBENSBURG,CAMBRIA,PA,15931,12,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,2,0,26.1379,0.603448,60.0172,10.0172,19.8879,0.0862069,1,minimal,50
10005238,CHESTER COUNTY JUSTICE CENTER-SHERIFF'S OFFICE,201 W MARKET ST,WEST CHESTER,CHESTER,PA,19382,-999,COUNTY,NOT AVAILABLE,NOT AVAILABLE,N,1,Minimal,high,0,0,2,Moderate,21.1186,0.322034,60.7627,9.19491,91.1186,31.1017,54.3559,6.28814,1,minimal,30
10005473,ADAIR COUNTY JAIL,600 PAUL MEADE RD,STILWELL,ADAIR,OK,74960,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.04351357681769517,0,4,Severe,60.0125,4.025,105.15,35.65,132.725,73.875,99.3375,28.1375,6,extreme,98
10005457,BEDFORD COUNTY JUVENILE DETENTION CENTER,101 LANE PKWY,SHELBYVILLE,BEDFORD,TN,37160,13,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,4,Severe,58.3235,1.54412,107.559,27.8235,135.118,68.8088,101.765,21.5735,1,minimal,22
10005123,FREESTONE COUNTY JAIL,103 S KEECHI STREET,FAIRFIELD,FREESTONE,TX,75840,44,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,106.93,9.96124,148.822,65.3643,170.093,107.721,143.798,56.0698,1,minimal,60
10006024,LINCOLN COUNTY JAIL,811 MANVEL AVE,CHANDLER,LINCOLN,OK,74834,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,77.9242,8.71212,117.417,47.2273,142.515,85.3485,111.902,39.6136,3,moderate,85
10001824,NORTON COUNTY JAIL,105 SOUTH KANSAS AVENUE,NORTON,NORTON,KS,67654,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,40.3,0,79.7692,11.4385,106.277,39.2923,74.9769,8.14615,1,minimal,39
10002632,HASTINGS CORRECTIONAL CENTER,4201 WEST 2ND ST,HASTINGS,ADAMS,NE,68902,185,STATE,MEDIUM,CLOSED,N,1,Minimal,high,0,0,3,Major,30.0375,0,71.9625,10.3125,99.7875,37.4375,66.925,7.35,1,minimal,52
10002706,GRAY COUNTY JAIL,218 N RUSSELL,PAMPA,GRAY,TX,79065,78,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,44.3769,0,91.3385,6.16923,122.269,35.5846,85.6308,3.40769,1,minimal,14
10002989,HUMBOLDT COUNTY DETENTION CENTER,801 FAIRGROUND RD,WINNEMUCCA,HUMBOLDT,NV,89445,84,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,7.9259,0,36.6063,0.0064433,63.308,2.52513,29.6733,0,6,extreme,97
10003562,ROOSEVELT BENTON YOUTH ASSESSMENT CENTER,45 CHERRYDALE COURT,CRANSTON,PROVIDENCE,RI,02920,56,STATE,JUVENILE,CLOSED,N,1,Minimal,medium,0.17542808461048046,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,14
10002584,RICHLAND COUNTY JAIL,181 W SEMINARY ST,RICHLAND CENTER,RICHLAND,WI,53581,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,13.5876,0.927835,50.1856,9.90722,79.866,30.4536,42.4227,5.82474,1,minimal,37
10006038,PITTSBURG COUNTY JAIL,1210 N WEST ST,MCALESTER,PITTSBURG,OK,74501,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,81.615,10.685,122.3,52.51,147.58,90.42,116.4,45.015,6,extreme,96
10003473,JUAB COUNTY JAIL / SHERIFF,425 W SHEEP LANE DR,NEPHI,JUAB,UT,84648,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,10.35,0,47.7731,0.278846,77.2327,3.85385,40.3558,0.0346154,6,extreme,96
10005755,HUMBOLDT COUNTY JUVENILE SERVICES,737 E FAIRGROUNDS RD,WINNEMUCCA,HUMBOLDT,NV,89445,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,7.9259,0,36.6063,0.0064433,63.308,2.52513,29.6733,0,6,extreme,96
10006039,PITTSBURG COUNTY JUVENILE DETENTION CENTER,1208 N WEST ST,MCALESTER,PITTSBURG,OK,74501,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium-high,0.049518844816308714,0,4,Severe,81.615,10.685,122.3,52.51,147.58,90.42,116.4,45.015,6,extreme,96
10002078,JACKSON COUNTY JAIL,400 SHERMAN STREET,JACKSON,JACKSON,MN,56143,18,COUNTY,MINIMUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,13.563,0.00740741,50.1481,7.93333,78.4,27.9704,43.4519,5,1,minimal,23
10001597,BRUNSWICK WORK CENTER,1147 PLANTERS RD,LAWRENCEVILLE,BRUNSWICK,VA,23868,200,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.34360795734610294,0,3,Major,50.378,3.43902,97.3171,23.7195,124.793,57.4024,91.4512,18.378,1,minimal,63
10002721,GRAYSON COUNTY LOW RISK DETENTION CENTER,5503 AIRPORT DR,DENISON,GRAYSON,TX,75020,-999,COUNTY,MINIMUM,OPEN,N,1,Minimal,medium-high,0.07738870985754029,0,4,Severe,86.6174,6.9396,129.215,49.0738,153.638,91.3289,123.409,40.1879,4,major,87
10005756,LANDER COUNTY JAIL,2 STATE ROUTE 305,BATTLE MOUNTAIN,LANDER,NV,89820,-999,COUNTY,NOT AVAILABLE,OPEN,N,6,Major,high,0,20,1,Low,3.96804,0,31.089,0.0171233,61.9795,1.18265,23.7603,0,6,extreme,98
10003001,LINCOLN COUNTY DETENTION CENTER,1050 EAST SR 322,PIOCHE,LINCOLN,NV,89042,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,16.2856,0.0160395,52.3726,1.19864,85.393,6.66379,44.1838,0.703887,6,extreme,96
10006019,PAYNE COUNTY JAIL,606 S HUSBAND ST,STILLWATER,PAYNE,OK,74074,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,74.4063,6.875,113.885,43.3958,139,81.1563,108.635,35.8542,1,minimal,33
10005760,LYON COUNTY DETENTION FACILITY,911 HARVEY WAY,YERINGTON,LYON,NV,89447,-999,COUNTY,NOT AVAILABLE,OPEN,N,5,Major,high,0,14,1,Low,9.59306,0,44.6498,0.022082,73.7476,2.60568,36.5552,0,2,low,77
10005767,MINERAL COUNTY JAIL,"105 S ""A"" ST, SUITE 4",HAWTHORNE,MINERAL,NV,89415,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,7.83448,0,38.0483,0.0172414,66.8328,2.07069,30.7466,0,1,minimal,57
10006015,PAWNEE COUNTY JAIL,500 HARRISON ST,PAWNEE,PAWNEE,OK,74058,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,75.3838,8.10101,115.404,45.6364,139.939,82.7273,110.071,38.2323,3,moderate,84
10006028,SEQUOYAH COUNTY CRIMINAL JUSTICE AUTHORITY,119 S OAK ST,SALLISAW,SEQUOYAH,OK,74955,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,73.0278,7.2037,115.157,45.7593,141.269,83.3796,109.315,38.5093,1,minimal,61
10003500,METRO-DAVIDSON COUNTY DETENTION FACILITY,5115 HARDING PLACE,NASHVILLE,DAVIDSON,TN,37211,1368,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,4,Severe,57.0494,1.71605,104.815,28.1235,131.926,67.5309,99.2593,21.8519,1,minimal,25
10003316,HALIFAX CORRECTIONAL UNIT #23,1200 FARM RD,HALIFAX,HALIFAX,VA,24558,248,STATE,MINIMUM,OPEN,N,1,Minimal,high,0,0,3,Major,44.9244,1.73109,91.8992,19.3782,120.092,52.563,86.0168,14.0084,1,minimal,48
10003819,BAY COUNTY JUVENILE HOME,520 WEST HAMPTON RD,ESSEXVILLE,BAY,MI,48732,29,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,9.39189,0,38.9054,4.64865,67.6622,19.7703,31.7432,2.59459,1,minimal,24
10000387,CALHOUN WORK CAMP,19564 SE INSTITUTION DR,BLOUNTSTOWN,CALHOUN,FL,32424,-999,STATE,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.17831389752800356,0,5,Extreme,102.625,4.625,150.181,38.5972,173.75,91.8194,143.889,28.9583,3,moderate,85
10004961,LOUISA COUNTY JAIL,12635 COUNTY ROAD G-56,WAPELLO,LOUISA,IA,52653,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.07429697613543312,0,3,Major,30.3485,3.45455,76,23.3939,102.576,49.2424,69.9091,17.6667,1,minimal,61
10003953,NAVAJO COUNTY JAIL,100 CODE TALKERS DRIVE,HOLBROOK,NAVAJO,AZ,86025,-999,COUNTY,MEDIUM,OPEN,N,1,Minimal,medium-high,0.0483827575914594,0,1,Low,7.38053,0,45.0429,0.246426,84.4302,3.35058,36.3703,0.112321,2,low,78
10005766,MINERAL COUNTY JUVENILE CENTER,525 W 9TH ST,HAWTHORNE,MINERAL,NV,89415,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,7.83448,0,38.0483,0.0172414,66.8328,2.07069,30.7466,0,1,minimal,63
10005763,NYE COUNTY JAIL - CENTRAL AREA COMMAND,426 C AVE,BEATTY,NYE,NV,89003,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,11.7409,0.00752688,40.9688,0.832975,70.3061,4.46631,33.9728,0.510036,4,major,90
10006000,SEVIER COUNTY JUVENILE FACILITY,157 WEST MAIN STREET,SEVIERVILLE,SEVIER,TN,37862,34,COUNTY,JUVENILE,OPEN,N,6,Major,high,0,47,3,Major,26.9892,0.0967742,72.3763,9.82796,104.978,38.4946,66.3226,6.78495,1,minimal,59
10005764,NYE COUNTY JAIL - SOUTH AREA COMMAND,1520 E BASIN ROAD,PAHRUMP,NYE,NV,89060,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0847911177386676,0,2,Moderate,11.7409,0.00752688,40.9688,0.832975,70.3061,4.46631,33.9728,0.510036,1,minimal,69
10004959,MARION COUNTY JAIL,211 NORTH GODFREY LANE,KNOXVILLE,MARION,IA,50138,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,28.6735,2.61224,72.8878,19.7449,99.9184,46.2449,66.2041,14.5816,1,minimal,42
10004706,COLES COUNTY JAIL,701 SEVENTH STREET,CHARLESTON,COLES,IL,61920,154,COUNTY,NOT AVAILABLE,OPEN,N,3,Moderate,high,0,0,3,Major,35.6145,2.13253,83.8675,23.8072,110.675,53.8916,77.6386,17.9759,1,minimal,13
10004966,MILLS COUNTY JAIL,600 INDUSTRIAL RD,GLENWOOD,MILLS,IA,51534,24,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,32.4429,2.87143,76.3429,18.6,103.271,47.8,70.6286,14.3286,1,minimal,54
10004937,MITCHELL COUNTY JAIL,211 SOUTH 6TH STREET,OSAGE,MITCHELL,IA,50461,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,14.1463,0.987805,53.7439,12.0854,81.1707,31.3415,46.0732,7.17073,1,minimal,18
10004948,MONONA COUNTY JAIL,909 7TH STREET,ONAWA,MONONA,IA,51040,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,26.6355,2.41122,69.972,14.8505,97.2897,41.4673,64.0561,11.4673,1,minimal,22
10004963,MONROE COUNTY JAIL,114 19TH AVE WEST,ALBIA,MONROE,IA,52531,26,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0034612941506262066,0,3,Major,27.9697,2.87879,72.1364,18.9091,99.7424,45.3636,65.5303,13.9242,1,minimal,57
10006835,PERSHING COUNTY JAIL / SHERIFF,395 9TH ST,LOVELOCK,PERSHING,NV,89419,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,12.2675,0,49.2778,0.0483539,77.9105,3.79733,40.8642,0.00823045,1,minimal,12
10005133,WASHINGTON COUNTY COMMUNITY CORRECTIONS CENTER,260 SOUTHWEST ADAMS AVENUE,HILLSBORO,WASHINGTON,OR,97123,215,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0027131010935979877,0,1,Low,2.43902,0,16.4634,0.487805,38.7154,4.31707,12.1301,0.0325203,1,minimal,6
10005761,STOREY COUNTY JAIL,911 STATE ROUTE 341 S,VIRGINIA CITY,STOREY,NV,89440,25,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.018592873276942815,0,1,Low,4.2,0,30.5778,0,60.8444,1.33333,23.4222,0,6,extreme,98
10005831,JESSUP CORRECTIONAL INSTITUTION,"P O BOX 549, HOUSE OF CORRECTION RD",JESSUP,ANNE ARUNDEL,MD,20794,1068,STATE,MEDIUM,OPEN,N,1,Minimal,medium,0.16825479245611238,0,3,Major,34.2754,1.55072,78.7826,16.7246,107.87,45.6522,72.8841,12.1449,1,minimal,48
10005158,ALCONA COUNTY JAIL,214 WEST MAIN STREET,HARRISVILLE,ALCONA,MI,48740,31,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,6.256,0,29.432,2.416,57.496,13.72,22.864,1.088,1,minimal,59
10005043,BREATHITT REGIONAL JUVENILE DETENTION CENTER,2725 STATE HIGHWAY 30 WEST,JACKSON,BREATHITT,KY,41339,47,STATE,JUVENILE,OPEN,N,10,Extreme,high,0,295,3,Major,27.6329,0,78.481,10.4684,112.241,40.5949,71.5823,7,6,extreme,97
10005376,PITTSYLVANIA COUNTY JAIL,21 N MAIN STREET,CHATHAM,PITTSYLVANIA,VA,24531,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,37.634,1.03922,86.3726,15.1569,116.176,46.6863,80.0458,10.4183,1,minimal,37
10005589,LAMAR COUNTY JAIL,205 MAIN STREET,PURVIS,LAMAR,MS,39475,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,102.013,5.09333,144.96,44.6133,168.493,95.72,138.547,34.0533,3,moderate,83
10002990,WASHOE COUNTY DETENTION FACILITY,911 PARR BLVD,RENO,WASHOE,NV,89512,1124,COUNTY,MAXIMUM,OPEN,Y,5,Major,high,0,14,1,Low,4.48563,0,25.7203,0.00191571,51.3602,1.38793,19.9368,0,4,major,88
10005132,WASHINGTON COUNTY JAIL,215 SOUTHWEST ADAMS AVENUE,HILLSBORO,WASHINGTON,OR,97123,572,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,1,Low,2.43902,0,16.4634,0.487805,38.7154,4.31707,12.1301,0.0325203,1,minimal,6
10005754,COOS COUNTY JAIL,200 EAST 2ND STREET,COQUILLE,COOS,OR,97423,249,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,0,Minimal,0.0695971,0,4.4359,0,19.1062,0.435897,2.58242,0,1,minimal,37
10005115,WYLIE MUNICIPAL COMPLEX,2000 NORTH STATE HIGHWAY 78,WYLIE,COLLIN,TX,75098,-999,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,95.9219,8.65625,136.953,57.9219,159.492,99.7031,131.242,49.0156,1,minimal,54
10005410,WEBSTER COUNTY JAIL,101 SOUTH CRITTENDEN STREET,MARSHFIELD,WEBSTER,MO,65706,32,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,3,Major,43.6483,2,90.4286,26.7033,118.615,62.0989,85.1758,20.4506,1,minimal,66
10005580,COVINGTON COUNTY JAIL,203 1ST STREET,COLLINS,COVINGTON,MS,39428,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,93.3571,4.55357,138.857,41.2321,163.625,90.3929,132.107,31.375,2,low,80
10005147,SAULT TRIBE YOUTH FACILITY,1130 NORTH STATE STREET,SAINT IGNACE,MACKINAC,MI,49781,25,LOCAL,JUVENILE,OPEN,N,1,Minimal,high,0,0,0,Minimal,0.410112,0,12.5618,0.117978,37.3034,5.10674,7.90449,0.00561798,1,minimal,23
10003798,JAN EVANS JUVENILE JUSTICE CENTER,650 FERRARI MCLEOD BLVD,RENO,WASHOE,NV,89512,108,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,4.48563,0,25.7203,0.00191571,51.3602,1.38793,19.9368,0,4,major,87
10005116,PLANO CITY JAIL,900 E 15TH STREET,PLANO,COLLIN,TX,75074,-999,LOCAL,NOT AVAILABLE,OPEN,N,6,Major,high,0,61,4,Severe,95.9219,8.65625,136.953,57.9219,159.492,99.7031,131.242,49.0156,1,minimal,6
10005111,DICKENS COUNTY JAIL,819 5TH STREET,DICKENS,DICKENS,TX,79229,8,COUNTY,NOT AVAILABLE,OPEN,N,1,Not Available,low,16.266633907142346,0,4,Severe,70.7413,0.0699301,114.399,17.4126,144.322,59.6434,109.161,11.5035,6,extreme,98
10005126,FALLS COUNTY JAIL,2847 STATE HIGHWAY 6,MARLIN,FALLS,TX,76661,107,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0315453109997578,0,5,Extreme,107.11,6.57798,149.009,57.2844,171.064,104.991,143.761,47.4862,3,moderate,81
10006020,KINGFISHER COUNTY JAIL,119 S MAIN,KINGFISHER,KINGFISHER,OK,73750,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,78.8077,6.39231,115.615,43.1385,139.438,80.7385,110.946,36,1,minimal,6
10006035,LEFLORE COUNTY DETENTION CENTER,100 S CHURCH ST,POTEAU,LE FLORE,OK,74953,196,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,4,Severe,81.5089,11.2345,122.571,54.1858,147.681,90.9115,116.509,47.3717,3,moderate,81
10005469,ELLIS COUNTY JAIL,100 WASHINGTON ST,ARNETT,ELLIS,OK,73832,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,57.2872,0.0319149,97.9362,16.633,125.144,52.4309,92.8245,11.5532,3,moderate,81
10000360,WALTON CORRECTIONAL INSTITUTION,691 INSTITUTION RD,DEFUNIAK SPRINGS,WALTON,FL,32433,1201,STATE,CLOSE,OPEN,N,1,Minimal,high,0,0,4,Severe,96.1234,3.02597,143.377,33.0844,168.143,86.3117,136.747,24.1623,3,moderate,82
10000370,QUINCY ANNEX,2225 PAT THOMAS PKWY,QUINCY,GADSDEN,FL,32351,408,STATE,CLOSE,OPEN,N,1,Minimal,high,0,0,5,Extreme,101.548,4.39726,148.808,39.7808,172.904,93.3425,142.616,30.4658,4,major,86
10002843,TRAVIS COUNTY UNIT,8101 FM 969,AUSTIN,TRAVIS,TX,78724,1161,STATE,MEDIUM,OPEN,N,1,Minimal,high,0,0,5,Extreme,107.966,4.7483,150.102,51.898,173.177,102.109,145.109,42.2721,2,low,76
10006364,PHILADELPHIA CCC #2,407 NORTH 8TH STREET,PHILADELPHIA,PHILADELPHIA,PA,19123,-999,STATE,MINIMUM,OPEN,N,6,Major,high,0,22,3,Major,29.625,1.08333,70.625,14,99.0833,39.0833,64.4167,10.0417,1,minimal,6
10002987,CARLIN CONSERVATION CAMP,124 SUZIE CREEK RD,CARLIN,ELKO,NV,89822,150,STATE,MINIMUM,OPEN,N,1,Minimal,high,0,0,1,Low,1.13625,0,19.4944,0,47.5184,0.442259,13.9086,0,6,extreme,100
10004967,MONTGOMERY COUNTY JAIL,106 WEST COOLBAUGH STREET,RED OAK,MONTGOMERY,IA,51566,24,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.018679819443274227,0,3,Major,30.6515,2.87879,74.9394,18.1515,102.197,46.9697,69.2273,13.9091,1,minimal,19
10005466,GRANT COUNTY JAIL,219 N 1ST ST,MEDFORD,GRANT,OK,73759,39,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.022213975846679668,0,4,Severe,76.0347,6.69444,112.722,42.7708,135.458,78.3125,107.986,35.9514,1,minimal,18
10002988,HUMBOLDT CONSERVATION CAMP,8105 CONSERVATION RD,WINNEMUCCA,HUMBOLDT,NV,89446,152,STATE,MINIMUM,OPEN,N,1,Minimal,high,0,0,1,Low,7.9259,0,36.6063,0.0064433,63.308,2.52513,29.6733,0,6,extreme,99
10004954,MUSCATINE COUNTY JAIL,400 WALNUT STREET,MUSCATINE,MUSCATINE,IA,52761,255,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,3,Major,28.6543,2.93827,73.5802,21.9136,100.617,47.1975,67.1852,16.3704,1,minimal,6
10004935,OSCEOLA COUNTY JAIL,309 6TH STREET,SIBLEY,OSCEOLA,IA,51249,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,14.3889,0.277778,51.5694,8.01389,79.9861,28.3194,44.9306,5.26389,1,minimal,20
10004969,PAGE COUNTY JAIL,323 NORTH 15TH STREET,CLARINDA,PAGE,IA,51632,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,32.7727,3.22727,77.6364,20.0227,104.795,49.8182,71.8409,15.3295,1,minimal,6
10005118,CARROLLTON CITY JAIL,2001 E JACKSON RD,CARROLLTON,DALLAS,TX,75006,-999,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.03184914296867805,0,4,Severe,99.4615,8.69231,140.108,58.8462,162.146,100.985,134.562,49.8077,1,minimal,6
10004941,PALO ALTO COUNTY JAIL,2001 11TH STREET,EMMETSBURG,PALO ALTO,IA,50536,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.05467887099453562,0,2,Moderate,16.7273,1,56.9773,10.9205,85.3523,33.0568,50.25,7.17045,1,minimal,14
10003012,JEAN CONSERVATION CAMP,3 PRISON RD,JEAN,CLARK,NV,89019,240,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.23086934073223944,0,4,Severe,69.0092,2.10109,106.021,16.8622,126.94,38.7753,99.8446,12.8847,4,major,87
10003002,PIOCHE CONSERVATION CAMP,1 HARDTIMES RD,PIOCHE,LINCOLN,NV,89043,238,STATE,MINIMUM,OPEN,N,3,Moderate,high,0,0,2,Moderate,16.2856,0.0160395,52.3726,1.19864,85.393,6.66379,44.1838,0.703887,6,extreme,98
10005575,CLAIBORNE COUNTY DETENTION CENTER,410 MARKET STREET,PORT GIBSON,CLAIBORNE,MS,39150,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.032276093618303435,0,4,Severe,99.5714,7.27143,142.271,51.1857,165.029,97.9286,136.071,40.9,1,minimal,54
10001855,PLYMOUTH COUNTY JAIL,451 14TH AVENUE NE,LE MARS,PLYMOUTH,IA,51031,54,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,21.5489,1.45865,62.0902,11.6617,90.5113,35.3308,56.0677,8.43609,1,minimal,58
10002997,STEWART CONSERVATION CAMP,1721 SNYDER AVE,CARSON CITY,CARSON CITY (CITY),NV,89702,360,STATE,MINIMUM,OPEN,N,3,Moderate,medium,0.16972941624204405,0,1,Low,1.11538,0,18.8077,0,45,0.269231,13.5,0,5,severe,95
10003006,THREE LAKES VALLEY CONSERVATION & BOOT CAMP,20825 COLD CREEK RD,INDIAN SPRINGS,CLARK,NV,89070,192,STATE,MINIMUM,OPEN,N,3,Moderate,medium,0.330921943425673,0,4,Severe,69.0092,2.10109,106.021,16.8622,126.94,38.7753,99.8446,12.8847,6,extreme,98
10000261,FLORENCE MCCLURE WOMEN'S CORRECTIONAL CENTER,4370 SMILEY RD,LAS VEGAS,CLARK,NV,89115,950,STATE,CLOSE,OPEN,N,1,Minimal,high,0,0,4,Severe,69.0092,2.10109,106.021,16.8622,126.94,38.7753,99.8446,12.8847,1,minimal,6
10003004,HIGH DESERT STATE PRISON,22010 COLD CREEK RD,INDIAN SPRINGS,CLARK,NV,89070,4176,STATE,MEDIUM,OPEN,N,7,Severe,high,0,42,4,Severe,69.0092,2.10109,106.021,16.8622,126.94,38.7753,99.8446,12.8847,6,extreme,96
10003799,ELY STATE PRISON,4569 N STATE ROUTE,ELY,WHITE PINE,NV,89301,1183,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0,0,0,Minimal,0.608315,0,16.6083,0,45.7243,0.187454,11.2064,0,5,severe,92
10000260,NORTHERN NEVADA TRANSITIONAL HOUSING,225 SUNSHINE LANE,RENO,WASHOE,NV,89502,112,STATE,MINIMUM,OPEN,N,1,Minimal,medium-high,0.017060539674231698,0,1,Low,4.48563,0,25.7203,0.00191571,51.3602,1.38793,19.9368,0,1,minimal,6
10005258,SUGAR PINE CONSERVATION CAMP #9,15905 SUGAR PINE CAMP ROAD,BELLA VISTA,SHASTA,CA,96008,120,STATE,MINIMUM,OPEN,N,6,Major,high,0,29,2,Moderate,24.0947,0.295345,55.7287,5.00963,80.4527,16.2199,48.3852,3.23595,5,severe,92
10005506,ALAMANCE COUNTY DETENTION CENTER,109 SOUTH MAPLE STREET,GRAHAM,ALAMANCE,NC,27253,396,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,50.1094,1.60938,97.9375,20.9375,125.625,55.7031,91.9219,15.1094,1,minimal,14
10006121,ALBEMARLE DISTRICT JAIL,210 EXECUTIVE DRIVE SOUTH,ELIZABETH CITY,PASQUOTANK,NC,27909,248,COUNTY,NOT AVAILABLE,OPEN,N,5,Major,high,0,13,4,Severe,54.4194,4.6129,101.806,28.8387,128.581,63.871,95.4194,22.7097,1,minimal,40
10004942,POCAHONTAS COUNTY JAIL,99 COURT SQUARE,POCAHONTAS,POCAHONTAS,IA,50574,10,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,17.9886,1,59.1477,11.6477,87.4773,34.4659,52.625,7.81818,1,minimal,6
